ID,name,energy,protein,carbs,sugar,calcium,potassium,sodium,fa_sat,fa_mono,fa_poly,cholest
812,"PIE,PECAN,COMMLY PREP",407,4.5,59.61,25.18,22,99,275,2.654,8.317,3.554,42
813,"PIE,PUMPKIN,COMMLY PREP",243,3.9,34.83,18.88,64,167,239,1.988,4.6,1.77,26
814,"PIE,VANILLA CRM,PREP FROM RECIPE",278,4.8,32.6,12.68,90,126,260,4.03,6.043,3.438,62
815,"ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)",310,10.86,52.04,5.55,178,139,467,1.375,1.881,2.509,4
816,"ROLLS,DINNER,EGG",307,9.5,52,4.3,59,104,566,1.577,2.93,1.128,50
817,"STRUDEL,APPLE",274,3.3,41.1,25.75,15,149,135,2.044,3.267,5.315,6
818,"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",372,6.2,50.9,31.73,72,111,304,3.079,4.797,7.473,66
819,"WAFFLES,PLN,FRZ,RTH",285,6.47,42.98,4.91,308,125,638,1.531,5.129,2.165,14
820,"BREAD CRUMBS,DRY,GRATED,SEASONED",383,14.13,68.49,5.74,182,231,1336,1.391,1.168,2.3,1
821,"BREAD,WHEAT GERM,TOASTED",293,10.7,54.3,4.14,100,285,621,0.738,1.432,0.751,1
822,"MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD",333,4.9,56.7,12.95,14,88,444,1.551,2.371,5.477,5
823,"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS,TSTD",313,5.5,55.5,23.07,39,177,527,1.5,2.221,4.918,9
824,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",531,3.7,50.2,7.33,42,79,515,7.434,15.647,10.682,39
825,"WAFFLES,PLN,FRZ,READY -TO-HEAT,TSTD",312,7.19,49.29,5.02,307,144,730,1.638,4.914,2.197,15
826,"BREAD,WHITE,COMMLY PREP,LO NA,NO SALT",267,8.2,49.6,4.31,108,119,298,0.811,1.612,0.744,1
827,"CRACKERS,CHS,LO NA",503,10.1,58.2,0.28,151,106,458,9.638,11.852,2.457,13
828,"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",245,5.3,38.6,10,78,57,508,1.3,2,4.4,11
829,"KELLOGG'S,EGGO,WAFFLES,HOMESTYLE,LOFAT",229,6.3,44.9,4.5,378,88,393,0.9,0.8,1.4,23
830,"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",497,4.28,65.02,34.06,14,127,270,8.08,8.94,1.43,13
831,"ARCHWAY Home Style Cookies, Date Filled Oatmeal",400,4.67,68.16,34.27,28,159,331,2.76,4.82,1.11,6
832,"ARCHWAY Home Style Cookies, Dutch Cocoa",431,4.5,69.44,35.35,13,239,384,3.62,5.94,1.18,7
833,"ARCHWAY Home Style Cookies, Iced Molasses",420,3.5,69.12,38.43,24,125,605,4.16,4.75,2.44,12
834,"ARCHWAY Home Style Cookies, Iced Oatmeal",435,4.89,66.76,37.2,32,185,377,4.61,5.61,2.72,8
835,"ARCHWAY Home Style Cookies, Molasses",403,4.25,69.41,36.35,29,117,577,2.81,4.86,1.05,25
836,"ARCHWAY Home Style Cookies, Oatmeal",421,5.48,68.17,34.5,35,219,394,3.2,5.66,1.33,10
837,"ARCHWAY Home Style Cookies, Oatmeal Raisin",406,5.17,69.27,39.55,38,285,339,2.75,4.85,1.16,8
838,"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",468,5.17,72.23,32.64,36,113,471,3.75,7.82,1.67,1
839,"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",480,9,58.48,32.55,35,209,404,5.39,10.21,4.23,37
840,"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",400,4.35,65.92,31.76,20,118,334,5.16,4.14,1.1,6
841,"ARCHWAY Home Style Cookies, Strawberry Filled",400,4.35,65.92,31.76,20,118,377,5.16,4.14,1.1,6
842,"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",424,4.67,76.23,36.28,62,309,406,2.6,3.58,1.65,1
843,"CRACKERS,CHS,SANDWICH-TYPE W/ CHS FILLING",490,8.92,58.76,12.33,89,295,878,4.81,14.307,2.327,6
844,"WAFFLES,BTTRMLK,FRZ,RTH",273,6.58,41.05,4.3,279,126,621,1.898,4.53,1.445,15
845,"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",309,7.42,48.39,4.41,299,138,710,2.283,5.292,1.526,13
846,"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",289,6.92,44.16,4.5,125,110,663,2.057,4.864,1.615,16
847,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",298,6.71,45.41,5.04,197,148,682,1.58,5.195,2.24,16
848,"MUFFIN,BLUEBERRY,COMMLY PREP,LOW-FAT",255,4.23,50.05,27.05,35,96,413,1.549,0.86,1.363,28
849,"WAFFLES,CHOC CHIP,FRZ,RTH",297,5.8,45.68,13.1,357,74,529,3.567,2.564,3.272,21
850,"BREAD,SALVADORAN SWT CHS (QUESADILLA SALVADORENA)",374,7.12,47.84,24.9,73,350,510,4.612,6.794,4.428,59
851,"BREAD,PAN DULCE,SWT YEAST BREAD",367,9.42,56.38,12.5,86,103,228,2.183,3.499,1.53,30
852,"PASTRY,PASTELITOS DE GUAVA (GUAVA PASTRIES)",379,5.48,47.76,17,14,103,231,5.535,8.543,2.835,10
853,"CINNAMON BUNS,FRSTD (INCLUDES HONEY BUNS)",452,4.45,48.6,25.7,183,102,305,12.649,8.723,3.676,5
854,"CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED",334,4.41,37.43,22.05,35,68,265,7.055,6.07,4.173,66
855,"BREAD,CHS",408,10.42,44.83,2.08,90,84,750,6.25,4.339,9.203,10
856,"KASHI,TLC,COUNTRY CHEDDAR CRACKERS",445,9.8,68,3.7,63,376,724,1.9,7.5,4.1,5
857,"KASHI,TLC,TSTD ASIAGO CRACKERS",420,12.7,66.4,7.1,160,756,659,2.2,5.9,3.9,5
858,"AUSTIN,CHEDDAR CHS ON WHEAT CRACKERS,SANDWICH-TYPE",495,7.9,61.4,14.6,151,310,839,6.1,5.3,11.8,3
859,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE",494,7.5,60,13.5,160,281,900,6.1,5.4,12.1,3
860,"AUSTIN,GRILLED CHS ON WAFER CRACKERS,SANDWICH-TYPE",493,7.9,62,12.6,129,272,910,5.9,5,11,3
861,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",461,7.8,68,14.6,144,250,884,4.4,3.7,8.4,3
862,"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,BACON,EGG & CHS",258,8.8,38.3,4.7,124,225,610,4.1,1.5,1.1,27
863,"KELLOGG'S,EGGO,BISCUIT SCRAMBLERS,EGG & CHS",254,8.8,38.3,4.7,133,234,583,4,1.5,1.1,28
864,"KELLOGG'S,EGGO,FRENCH TOASTER STKS,CINN",250,4.8,42.6,16.2,111,66,550,1.9,1.8,2.7,24
865,"KELLOGG'S,EGGO,FRENCH TOASTER STKS,ORIGINAL",239,5.3,39.4,10.9,111,70,598,1.7,1.8,2.9,26
866,"KELLOGG'S,EGGO,MINI MUFFIN TOPS,BLUEBERRY",293,5,45.8,18.1,217,66,586,2.8,2.5,4,28
867,"SCHIFF,TIGER'S MILK BAR",422,16.8,56.46,36.4,429,294,168,2.073,7.907,3.678,2
868,"CANDIES,TOBLERONE,MILK CHOC W/ HONEY & ALMOND NOUGAT",525,5.71,61.21,55.74,126,260,54,17.143,3.744,3.234,14
869,"BEEF JERKY,CHOPD&FORMED",410,33.2,11,9,20,597,2081,10.85,11.305,1.011,48
870,"CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR",567,5.46,54.54,3.57,53,180,928,3.749,0.478,17.934,7
871,"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,PNUT BUTTER",508,10.2,53.4,23.74,108,339,193,17.01,6.54,1.9,12
872,"SNACKS,GENERAL MILLS,CHEX MIX,TRADITIONAL FLAVOR",428,8.83,75.69,7.35,50,209,696,1.601,4.459,3.751,4
873,"POPCORN,CHEESE-FLAVOR",526,9.3,51.6,0.79,113,261,889,6.41,9.7,15.37,11
874,"SNACKS,M&M MARS,COMBOS SNACKS CHEDDAR CHS PRETZEL",463,9.85,66.5,17.6,197,130,1117,9.656,3.806,1.354,5
875,"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",484,14.2,44.9,23.88,109,648,121,6.09,13.027,10.87,4
876,"CANDIES,TOOTSIE ROLL,CHOCOLATE-FLAVOR ROLL",387,1.59,87.73,56.32,36,116,44,0.967,1.929,0.266,2
877,"CANDIES,ALMOND JOY CANDY BAR",479,4.13,59.51,48.34,64,254,142,17.59,5.26,1.18,4
878,"CANDIES,BUTTERSCOTCH",391,0.03,90.4,80.46,4,3,391,2.065,0.845,0.122,9
879,"CANDIES,CAROB,UNSWTND",540,8.15,56.29,34.11,303,633,107,29.018,0.483,0.295,1
880,"CANDIES,CARAMELS",382,4.6,77,65.5,138,214,245,2.476,1.542,3.478,7
881,"CANDIES,CARAMELLO CANDY BAR",462,6.19,63.81,56.92,213,341,122,12.72,5.29,0.63,27
882,"CANDIES, CARAMELS, CHOCOLATE-FLAVOR ROLL",387,1.59,87.73,56.32,36,116,44,0.967,1.929,0.266,2
883,"Baking chocolate, unsweetened, squares",642,14.32,28.42,0.91,101,830,24,32.277,16.068,1.551,2
884,"CANDIES,CONFECTIONER'S COATING,YOGURT",522,5.87,63.94,62.36,205,290,88,24.104,0.526,0.524,1
885,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",529,18.3,46.88,38.3,110,505,250,13.12,12.829,2.053,1
886,"CANDIES,WHITE CHOC",539,5.87,59.24,59,199,286,90,19.412,9.097,1.013,21
887,"ICE CREAMS,VANILLA,LT",180,4.78,29.46,22.12,161,208,74,2.927,1.281,0.219,27
888,"ICE CREAMS,VANILLA,RICH",249,3.5,22.29,20.65,117,157,61,10.329,4.46,0.68,92
889,"ICE CREAMS,FRENCH VANILLA,SOFT-SERVE",222,4.1,22.2,21.16,131,177,61,7.48,3.49,0.45,91
890,"CANDIES,YORK PEPPERMINT PATTIE",384,2.19,80.99,63.78,11,111,28,4.34,0.41,0.11,1
891,"CANDIES,SYMPHONY MILK CHOC BAR",531,8.51,58.01,53.96,251,438,101,18.34,7.91,0.69,24
892,"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",145,4.53,22.78,23.15,83,118,53,1.799,1.266,0.392,90
893,"ICE CREAMS,VANILLA",207,3.5,23.6,21.22,128,199,80,6.79,2.969,0.452,44
894,"ICE CREAMS,VANILLA,LT,SOFT-SERVE",126,4.9,21.8,18.69,157,221,70,1.63,0.76,0.1,12
895,"SHERBET,ORANGE",144,1.1,30.4,24.32,54,96,46,1.16,0.53,0.08,1
896,"CANDIES,5TH AVENUE CANDY BAR",482,8.78,62.68,47.19,73,347,225,6.65,10.6,3.39,6
897,"CANDIES,FUDGE,CHOC,PREPARED-FROM-RECIPE",411,2.39,76.44,73.12,49,134,45,6.448,2.943,0.373,14
898,"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",461,4.38,67.93,63.37,57,183,39,6.489,3.9,7.529,12
899,"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",387,3.78,77.75,73.36,42,119,118,1.721,2.867,1.588,3
900,"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",383,1.05,82.15,79.77,38,49,47,3.382,1.399,0.227,15
901,"CANDIES,FUDGE,VANILLA W/ NUTS",435,3,74.61,71,47,103,42,3.828,2.454,6.614,13
902,"CANDIES,KIT KAT WAFER BAR",518,6.51,64.59,48.68,125,231,54,17.953,5.844,0.895,11
903,"CANDIES,KRACKEL CHOC BAR",512,6.62,63.96,52.53,158,325,196,15.92,6.25,0.57,11
904,"ICE CREAMS,CHOC,LT",187,5,25.7,24.71,159,170,71,4.38,2.055,0.241,28
905,"CANDIES,MARS SNACKFOOD US,MARS ALMOND BAR",467,8.1,62.7,52.1,168,325,170,7.268,10.693,3.98,17
906,"CANDIES,NESTLE,OH HENRY! BAR",462,7.7,65.5,46.2,69,259,193,9.6,5.53,2.706,7
907,"CANDIES,MILK CHOC",535,7.65,59.4,51.5,189,372,79,18.509,7.186,1.376,23
908,"CANDIES,MILK CHOC COATD PNUTS",519,13.1,49.7,37.59,104,502,41,14.6,12.92,4.33,9
909,"CANDIES,MILK CHOC COATD RAISINS",390,4.1,68.4,62.22,86,514,36,10.272,3.134,0.571,3
910,"CANDIES,MILK CHOC,W/ALMONDS",526,9,53.4,43.9,224,444,74,17.701,11.96,3.019,19
911,"CANDIES,MILK CHOC,W/RICE CRL",511,7.64,59.67,51.06,187,370,86,15.89,8.64,0.78,23
912,"CANDIES,MARS SNACKFOOD US,MILKY WAY BAR",456,4.01,71.17,59.69,115,124,167,12.016,2.23,0.26,9
913,"CANDIES,HERSHEY'S SKOR TOFFEE BAR",541,3.13,63.73,59.89,30,153,317,18.78,9.714,1.191,53
914,"CANDIES,TRUFFLES,PREPARED-FROM-RECIPE",510,6.21,44.88,38.31,157,297,68,18.488,12.636,1.013,53
915,"CANDIES,MARS SNACKFOOD US,M&M'S PNUT CHOC CANDIES",515,9.57,60.48,50.75,102,347,50,10.169,8.086,3.456,8
916,"CANDIES,MARS SNACKFOOD US,M&M'S MILK CHOC CANDIES",492,4.33,71.19,63.68,105,261,61,13.08,5.183,0.921,14
917,"CANDIES,MOUNDS CANDY BAR",486,4.6,58.59,46.19,21,321,145,20.58,0.39,0.14,2
918,"CANDIES,MR. GOODBAR CHOC BAR",538,10.22,54.34,47.22,110,394,41,14.13,8.203,4.366,10
919,"CANDIES,NESTLE,100 GRAND BAR",468,2.5,70.97,51.9,76,163,203,11.9,6.039,1.388,12
920,"CANDIES,PNUT BRITTLE,PREPARED-FROM-RECIPE",486,7.57,71.24,51.33,27,168,445,4.144,8.064,4.558,12
921,"CANDIES,REESE'S PNUT BUTTER CUPS",515,10.24,55.36,47.17,78,343,357,10.73,13.1,5.5,6
922,"CANDIES,ROLO CARAMELS IN MILK CHOC",474,5.08,67.95,63.93,145,188,188,14.542,2.104,0.265,12
923,"CANDIES,MARS SNACKFOOD US,SNICKERS BAR",491,7.53,61.51,50.47,93,323,239,9.069,7.875,3.014,13
924,"CANDIES,MARS SNACKFOOD US,3 MUSKETEERS BAR",436,2.6,77.77,66.89,54,133,194,8.646,2.373,0.316,5
925,"CANDIES,MARS SNACKFOOD US,TWIX CARAMEL COOKIE BARS",502,4.91,64.8,48.25,106,186,198,18.96,2.988,0.628,7
926,"CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS",536,9.18,54.15,36.13,75,264,226,15.758,12.317,3.407,6
927,"CANDIES,WHATCHAMACALLIT CANDY BAR",494,8.04,63.23,48.86,118,303,299,17.04,3.78,0.83,12
928,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",104,5.02,11,11,107,148,61,2.164,1.379,0.41,84
929,"EGG CUSTARDS,DRY MIX,PREP W/ WHL MILK",122,3.99,17.6,4.82,139,207,84,2.032,1.127,0.312,51
930,"CANDIES,YORK BITES",394,1.78,81.64,75,10,108,46,4.43,0.48,0.1,1
931,"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",225,4.14,16.07,14.81,96,143,38,9.151,5.027,0.879,140
932,"PUDDINGS,CHOC,RTE",142,2.09,23.01,17.17,51,184,152,1.263,2.731,0.105,1
933,"PUDDINGS,CHOC,DRY MIX,INST,PREP W/ WHOLE MILK",120,3.16,19.64,11.96,106,150,98,1.81,0.819,0.18,9
934,"PUDDINGS,CHOC,DRY MIX,REG,PREP W/ 2% MILK",111,3.28,19.76,11.85,112,156,102,1.289,0.602,0.076,7
935,"Puddings, rice, ready-to-eat",108,3.23,18.39,11.59,95,125,97,1.208,0.556,0.129,12
936,"PUDDINGS,VANILLA,RTE",130,1.45,22.6,16.97,49,65,142,1.016,2.286,0.087,1
937,"PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK",114,2.7,19.7,18.03,101,128,286,1.74,0.84,0.15,11
938,"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",112,4.13,17.61,4.63,146,214,87,1.475,0.896,0.201,49
939,"PUDDINGS,VANILLA,DRY MIX,REG,PREP W/ WHL MILK",113,2.8,18.92,17.09,99,119,156,1.643,0.714,0.197,9
940,"PUDDINGS,TAPIOCA,RTE",130,1.95,21.69,14.91,71,92,145,0.962,2.538,0.072,1
941,"PUDDINGS,TAPIOCA,RTE,FAT FREE",94,1.44,21.31,14.18,52,70,187,0.122,0.012,0.002,1
942,"CANDIES,REESE'S BITES",521,11.34,55.18,48.03,112,382,179,18,7.06,1.82,7
943,"CANDIES,REESE'S NUTRAGEOUS CANDY BAR",517,11.28,52.8,40.22,68,364,141,8.86,12.63,8.09,3
944,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER",408,1.11,71.8,0.01,12,143,124,8.369,3.425,0.496,24
945,"CANDIES,HEATH BITES",530,3.94,63.39,60.02,86,210,245,15.62,8.8,2.55,19
946,"CANDIES,HERSHEY'S,ALMOND JOY BITES",563,5.58,57.54,51.71,109,306,39,20.6,8.85,1.46,11
947,"CANDIES,HERSHEY,REESESTICKS CRISPY WAFERS,PNUT BUT,MILK CHOC",521,9.53,55.38,40.33,70,295,264,13.21,10.82,4.68,6
948,"CANDIES,HERSHEY,KIT KAT BIG KAT BAR",520,6.24,63.64,53.96,138,294,64,17.99,4.91,0.51,9
949,"CANDIES,REESE'S,FAST BREAK,MILK CHOC PNT BTR & SFT NUGTS",474,8.66,61.6,53.08,61,284,330,8.23,8.94,4.33,4
950,"ICE CREAMS,VANILLA,LT,NO SUGAR ADDED",169,3.97,21.42,6.46,136,196,96,4.048,1.855,0.74,27
951,"ICE CREAMS,CHOC,LT,NO SUGAR ADDED",173,3.54,26.79,5.65,121,196,75,3.61,0.93,0.527,16
952,"ICE CREAMS,CHOC",216,3.8,28.2,25.36,109,249,76,6.8,3.21,0.41,34
953,"CANDIES,MILK CHOC COATD COFFEE BNS",549,7.41,55.25,50.75,169,413,70,18.138,13.735,1.31,20
954,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",159,4,24.2,24,143,211,87,3.42,1.59,0.21,2
955,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",115,2.62,19.76,17.38,94,112,290,1.562,0.698,0.221,9
956,"PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",111,2.74,18.44,15.98,101,118,158,1.634,0.711,0.195,9
957,"PUDDING,LEMON,DRY MIX,REG,PREP W/ SUGAR,EGG YOLK & H2O",109,0.65,24.2,13.51,8,6,63,0.382,0.47,0.168,49
958,"SYRUPS,CHOC,FUDGE-TYPE",350,4.6,62.9,34.82,49,284,346,3.98,3.857,0.278,1
959,"FROSTINGS,GLAZE,PREPARED-FROM-RECIPE",341,0.44,83.65,80.44,17,30,6,0.271,0.137,0.067,1
960,"CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",453,2.26,71.34,64.06,45,147,85,10.669,5.205,0.611,25
961,"CANDIES,TAFFY,PREPARED-FROM-RECIPE",397,0.03,91.56,68.48,8,3,52,2.049,0.838,0.121,9
962,"CANDIES,TOFFEE,PREPARED-FROM-RECIPE",560,1.07,64.72,63.47,34,51,135,20.565,8.964,1.222,104
963,"FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO. C-32",359,1.42,72.18,64.3,32,130,132,4.483,1.894,0.294,18
964,"CHEESE PUFFS & TWISTS,CORN BSD,BKD,LOFAT",432,8.5,72.35,7.29,357,286,847,2.1,3.5,5.74,1
965,"SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",318,8.44,65.22,2.82,128,396,705,1.054,1.379,1.211,2
966,"SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR",558,5.76,54.1,2.76,58,197,896,5.512,10.437,18.649,4
967,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGSICLE POPS",124,3.67,23.11,5.1,231,253,96,0.984,0.649,0.149,2
968,"CANDIES,REESE'S FAST BREAK,CANDY BAR",495,8.93,63.9,53.57,36,257,321,8.036,8.104,4.241,9
969,"ICE CREAMS,REG,LO CARBOHYDRATE,VANILLA",216,3.17,22.23,6.35,128,199,48,6.79,3.17,0.41,32
970,"ICE CREAMS,REG,LO CARBOHYDRATE,CHOC",237,3.8,26.8,6.35,109,249,76,6.8,3.21,0.41,34
971,"CHOCOLATE,DK,45- 59% CACAO SOL",546,4.88,61.17,47.9,56,559,24,18.519,9.54,1.092,8
972,"CHOCOLATE,DK,60-69% CACAO SOL",579,6.12,52.42,36.71,62,567,10,22.031,11.522,1.221,6
973,"CHOCOLATE,DK,70-85% CACAO SOL",598,7.79,45.9,23.99,73,715,20,24.489,12.781,1.257,3
974,"CANDIES,CHOC,DK,NFS (45-59% CACAO SOL 90%; 60-69% CACAO SOL",550,5.09,59.97,46.14,57,568,23,18.993,9.801,1.107,7
975,"CANDIES,CRISPY BAR W/ PNUT BUTTER FILLING",542,9.53,55.53,40.33,70,295,264,12.959,10.82,4.68,5
976,"CANDIES,M&M MARS 3 MUSKETEERS TRUFFLE CRISP",538,6.41,63.15,57.69,150,296,63,19.23,5.536,1.091,18
977,"CANDIES,M&M MARS PRETZEL CHOC CANDIES",447,5,72.94,50,50,253,475,8.986,3.302,1.014,13
978,"NOODLES,EGG,DRY,ENRICHED",384,14.16,71.27,1.88,35,244,21,1.18,1.252,1.331,84
979,"NOODLES,EGG,ENR,CKD",138,4.54,25.16,0.4,12,38,5,0.419,0.581,0.552,29
980,"NOODLES,EGG,SPINACH,ENR,CKD",132,5.04,24.25,0.71,19,37,12,0.361,0.493,0.349,33
981,"NOODLES,EGG,CKD,ENR,W/ SALT",138,4.54,25.16,0.4,12,38,165,0.419,0.581,0.552,29
982,"NOODLES,EGG,DRY,UNENR",384,14.16,71.27,1.88,35,244,21,1.18,1.252,1.331,84
983,"NOODLES,EGG,UNENR,CKD,WO/ ADDED SALT",138,4.54,25.16,0.4,12,38,5,0.419,0.581,0.552,29
984,"NOODLES,EGG,CKD,UNENR,W/ SALT",138,4.54,25.16,0.4,12,38,165,0.419,0.581,0.552,29
985,"FAST FOODS,BISCUIT,W/EGG&BACON",305,11.33,19.06,2.19,126,167,844,5.3,8.96,4.98,235
986,"FAST FOODS,BISCUIT,W/EGG&HAM",233,10.64,16.37,2.2,115,166,1093,3.08,5.71,4.01,156
987,"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",312,11.13,21.05,0.95,51,149,672,6.449,9.985,2.967,161
988,"FAST FOODS,BISCUIT,W/EGG,CHS,&BACON",301,12.01,24.44,1.74,103,131,816,5.893,8.035,1.922,166
989,"FAST FOODS,BISCUIT,W/HAM",342,11.85,38.75,1.97,142,174,974,10.096,4.277,0.918,22
990,"FAST FOODS,BISCUIT,W/SAUSAGE",371,9.67,29.99,1.59,47,153,814,7.427,12.157,3.107,28
991,"FAST FOODS,BISCUIT,W/ CRISPY CHICK FILLET",300,11.93,30.56,2.62,44,206,868,5.712,5.455,3.308,24
992,"FAST FOODS,CROISSANT,W/EGG,CHS,&BACON",312,12.58,20.79,4.8,117,156,602,7.031,5.753,1.989,167
993,"FAST FOODS,CROISSANT,W/EGG,CHS,&HAM",261,12.45,18.98,5.42,95,179,711,5.161,4.738,1.485,140
994,"FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE",308,12.09,15.9,3.12,90,158,577,8.342,7.838,4.212,123
995,"FAST FOODS,EGG,SCRAMBLED",212,13.84,2.08,1.64,57,147,187,6.153,5.889,1.969,426
996,"FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",338,13.28,25.28,1.98,210,179,668,8.152,7.905,3.115,43
997,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",228,13.64,21.67,2.13,192,173,617,3.592,2.721,1.735,168
998,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE",286,13.38,17.44,1.49,168,147,548,6.928,6.765,2.772,163
999,"FAST FOODS,VANILLA,LT,SOFT-SERVE ICE CRM,W/ CONE",163,4.24,26.36,19.49,129,193,81,2.542,1.206,0.297,15
1000,"FAST FOODS,SHRIMP,BREADED&FRIED",308,7.84,27.99,0.1,29,82,897,3.843,11.905,1.593,58
1001,"FAST FOODS,BURRITO,W/BNS&CHS",205,7.35,31.23,1.73,124,261,563,2.309,1.258,2.229,5
1002,"FAST FOODS,BURRITO,W/ BNS & BF",191,11.52,19.52,2.19,90,269,570,2.905,3.257,0.577,26
1003,"FAST FOODS,BURRITO,W/BNS,CHS,&BF",180,7.03,23.37,2.1,90,204,451,2.733,1.803,1.575,12
1004,"FAST FOODS,NACHOS,W/CHS",343,4.32,34.91,2.17,63,362,313,2.173,14.02,5.04,3
1005,"FAST FOODS,NACHOS,W/ CHS,BNS,GROUND BF,& TOMATOES",219,6.21,21.39,1.63,47,298,348,2.549,6.661,2.496,14
1006,"FAST FOODS,TACO W/ BF,CHS & LETTUCE,HARD SHELL",226,8.86,19.85,0.9,89,209,397,4.384,4.411,3.042,28
1007,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY; PLN",308,16.51,28.03,4.88,119,196,515,6.473,5.413,1.658,43
1008,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT",270,13.49,25.46,5.24,123,184,628,5.797,5.035,1.363,39
1009,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG",254,13.06,24.97,5.11,92,178,546,5.181,4.398,1.181,36
1010,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; PLN",308,17.16,20.8,4.02,180,216,621,7.08,5.794,0.562,55
1011,"FAST FOODS,CHEESEBURGER,DOUBLE,REG PATTY & BUN,W/ CONDMNT",282,16.24,17.97,4.16,150,226,617,6.96,6.001,1.314,50
1012,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",310,17.29,24.07,4.67,114,210,481,6.873,5.769,1.502,51
1013,"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",282,15.78,18.89,4.63,137,238,674,6.126,5.427,0.672,50
1014,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",206,11.59,16.81,4,95,210,385,3.893,3.518,0.298,34
1015,"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",310,18.2,16.16,3.29,174,230,637,8.015,6.559,0.637,63
1016,"FAST FOODS,CHICK FILLET SNDWCH,PLN W/ PICKLES",250,16.28,20.89,3.64,58,245,753,2.123,4.481,3.177,35
1017,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU",257,10.29,26.69,3.53,37,206,602,1.949,2.595,6.257,35
1018,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS",279,11.26,26.39,3.67,120,220,434,2.833,4.005,5.952,37
1019,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN",297,16.52,31.5,4.88,62,197,331,4.493,4.835,1.68,33
1020,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT",263,13.3,29.57,5.95,116,197,487,3.567,3.864,1.385,29
